0.10111413,0.147943,0.1385576,0.35972223,2.0
0.053446278,0.11393354,0.11478361,0.12638889,2.0
0.2592487,0.27758604,0.1278135,0.3236111,1.0
0.024856798,0.11654689,0.14181238,0.31805557,1.0
0.14851719,0.17852107,0.08895264,0.49861112,3.0
0.15318651,0.20394684,0.13962659,0.4125,3.0
0.1531238,0.20992772,0.11831367,0.50972223,2.0
0.13543025,0.1991985,0.11295642,0.2125,3.0
0.35302877,0.25006777,0.06622807,0.49861112,3.0
0.07341686,0.14346516,0.15230663,0.31527779,1.0
0.35226217,0.2692756,0.07011812,0.49861112,3.0
0.09790184,0.12754747,0.10535144,0.49861112,1.0
0.15175687,0.1843607,0.12957157,0.36527777,2.0
0.045916807,0.15342909,0.1556485,0.0875,1.0
0.070814975,0.13316658,0.12672701,0.25416666,1.0
0.06833485,0.11069533,0.14116095,0.30416667,1.0
0.178182,0.15499291,0.09653,0.018055556,3.0
0.12789679,0.19014575,0.11956018,0.0875,3.0
0.0797799,0.14441082,0.14060284,0.35555556,2.0
0.17186967,0.19722146,0.087839305,0.4375,1.0
0.105528906,0.19831283,0.12248634,0.10277778,2.0
0.1453369,0.16444416,0.11149272,0.49861112,3.0
0.063179076,0.15425907,0.1445777,0.55972224,1.0
0.13684663,0.20473602,0.1274094,0.55833334,3.0
0.12607205,0.17456587,0.10960684,0.5263889,2.0
0.09620715,0.14225155,0.1302944,0.5125,2.0
0.054198585,0.11594402,0.14002399,0.32083333,1.0
0.09791428,0.1985184,0.15583429,0.5402778,2.0
0.3019364,0.2552222,0.08233643,0.3402778,3.0
0.059188936,0.098159276,0.13756876,0.47083333,1.0
0.12214985,0.1468482,0.113340765,0.4097222,3.0
0.105493635,0.2009762,0.14762828,0.4625,2.0
0.27301645,0.20093192,0.07959596,0.29027778,2.0
0.16507709,0.31314936,0.12980433,0.34305555,2.0
0.14441185,0.2462521,0.108922556,0.49861112,2.0
0.087636866,0.1788587,0.15692008,0.2847222,2.0
0.13947672,0.11163327,0.037542664,0.49861112,2.0
0.10599869,0.17737393,0.1427966,0.4875,2.0
0.15223065,0.18799804,0.09977183,0.2847222,3.0
0.10821313,0.18987556,0.12439494,0.49861112,3.0
0.08361132,0.14583327,0.14401421,0.37777779,3.0
0.2087406,0.13885002,0.11946805,0.57361114,2.0
0.050668236,0.11967048,0.11784012,0.30416667,1.0
0.1750057,0.21042302,0.0974158,0.04027778,3.0
0.102178395,0.15077417,0.1272702,0.28194445,2.0
0.14387096,0.23398098,0.13687043,0.52916664,3.0
0.08485558,0.13760486,0.13280469,0.49861112,2.0
0.09854862,0.12952483,0.111166485,0.4263889,2.0
0.20202114,0.29130027,0.09391702,0.2986111,2.0
0.16121967,0.17185543,0.0889258,0.49861112,2.0
0.18621229,0.17390044,0.08181494,0.9875,2.0
0.17714743,0.18462865,0.09516129,0.45416668,2.0
0.056156505,0.18244956,0.16826078,0.33888888,2.0
0.09203879,0.15433888,0.13037258,0.30694443,1.0
0.24998818,0.26810578,0.105955034,0.33055556,3.0
